transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00069440	protein_coding	known	LOC100258100	equal
TCONS_00068672	protein_coding	known	LOC100246245	equal
TCONS_00068673	protein_coding	known	LOC100247852	equal
TCONS_00068674	protein_coding	known	LOC100242708	equal
TCONS_00068681	protein_coding	known	LOC100259875	equal
TCONS_00068687	protein_coding	known	LOC100261550	equal
TCONS_00068688	protein_coding	known	LOC100256457	equal
TCONS_00068689	protein_coding	known	LOC100264980	equal
TCONS_00068690	protein_coding	known	LOC100259784	equal
TCONS_00071223	protein_coding	known	LOC100263305	equal
TCONS_00068696	protein_coding	known	LOC100247914	equal
TCONS_00068699	protein_coding	known	LOC100256515	equal
TCONS_00068701	protein_coding	known	CIPK14	equal
TCONS_00068707	protein_coding	known	LOC100266820	equal
TCONS_00073216	protein_coding	known	LOC100250562	equal
TCONS_00077842	protein_coding	known	LOC100250562	equal
TCONS_00073219	protein_coding	known	LOC100257469	equal
TCONS_00073221	protein_coding	known	LOC100247157	equal
TCONS_00073227	protein_coding	known	LOC100264299	equal
TCONS_00073229	protein_coding	known	LOC100252338	equal
TCONS_00073238	protein_coding	known	LOC100260926	equal
TCONS_00075971	protein_coding	known	LOC100255795	equal
TCONS_00073243	protein_coding	known	LOC100250610	equal
TCONS_00073251	protein_coding	known	LOC100262479	equal
TCONS_00073254	protein_coding	known	LOC100267688	equal
TCONS_00073256	protein_coding	known	LOC100242081	equal
TCONS_00073258	protein_coding	known	LOC100260754	equal
TCONS_00073259	protein_coding	known	LOC100247220	equal
TCONS_00073262	protein_coding	known	LOC100243650	equal
TCONS_00073263	protein_coding	known	LOC100260824	equal
TCONS_00073265	protein_coding	known	LOC100253946	equal
TCONS_00073267	protein_coding	known	LOC100254120	equal
TCONS_00073268	protein_coding	known	LOC100252385	equal
TCONS_00073286	protein_coding	known	LOC100267805	equal
TCONS_00073291	protein_coding	known	LOC100262490	equal
TCONS_00073289	protein_coding	known	LOC100262490	equal
TCONS_00073294	protein_coding	known	LOC100245491	equal
TCONS_00073296	protein_coding	known	LOC100250692	equal
TCONS_00073297	protein_coding	known	LOC100255800	equal
TCONS_00073298	protein_coding	known	LOC100266145	equal
TCONS_00073300	protein_coding	known	LOC100243758	equal
TCONS_00073303	protein_coding	known	LOC100248907	equal
TCONS_00073302	protein_coding	known	LOC100248907	equal
TCONS_00073301	protein_coding	known	LOC100248907	equal
TCONS_00073306	protein_coding	known	LOC100259129	equal
TCONS_00073307	protein_coding	known	LOC100267696	equal
TCONS_00073312	protein_coding	known	LOC100245383	equal
TCONS_00073313	protein_coding	known	LOC100250580	equal
TCONS_00073321	protein_coding	known	LOC100254085	equal
TCONS_00073324	protein_coding	known	LOC100853556	equal
TCONS_00073326	protein_coding	known	LOC100250511	equal
TCONS_00073327	protein_coding	known	LOC100252357	equal
TCONS_00073329	protein_coding	known	LOC100267773	equal
TCONS_00073330	protein_coding	known	LOC100260838	equal
TCONS_00073348	protein_coding	known	LOC100247273	equal
TCONS_00073353	protein_coding	known	LOC100267811	equal
TCONS_00073354	protein_coding	known	LOC100250622	equal
TCONS_00076730	protein_coding	known	LOC100255804	equal
TCONS_00073355	protein_coding	known	LOC100255804	equal
TCONS_00073357	protein_coding	known	LOC100243760	equal
TCONS_00073358	protein_coding	known	LOC100253969	equal
TCONS_00073360	protein_coding	known	LOC100254005	equal
TCONS_00073364	protein_coding	known	LOC100267703	equal
TCONS_00073368	protein_coding	known	LOC100250516	equal
TCONS_00073370	protein_coding	known	LOC100255693	equal
TCONS_00075210	protein_coding	known	LOC100243659	equal
TCONS_00073378	protein_coding	known	LOC100243659	equal
TCONS_00073385	protein_coding	known	LOC100266056	equal
TCONS_00073387	protein_coding	known	LOC100242140	equal
TCONS_00073392	protein_coding	known	LOC100252396	equal
TCONS_00073393	protein_coding	known	LOC100257524	equal
TCONS_00073401	protein_coding	known	LOC100267709	equal
TCONS_00078443	protein_coding	known	LOC100245395	equal
TCONS_00073406	protein_coding	known	LOC100250601	equal
TCONS_00073407	protein_coding	known	LOC100260852	equal
TCONS_00073408	protein_coding	known	LOC100243744	equal
TCONS_00073409	protein_coding	known	LOC100255701	equal
TCONS_00073410	protein_coding	known	LOC100260774	equal
TCONS_00073411	protein_coding	known	LOC100243665	equal
TCONS_00073412	protein_coding	known	LOC100243665	equal
TCONS_00076752	protein_coding	known	LOC100243665	equal
TCONS_00076031	protein_coding	known	LOC100243665	equal
TCONS_00075219	protein_coding	known	LOC100243665	equal
TCONS_00073414	protein_coding	known	LOC100242144	equal
TCONS_00073416	protein_coding	known	LOC100252404	equal
TCONS_00073418	protein_coding	known	LOC100262517	equal
TCONS_00073424	protein_coding	known	LOC100262663	equal
TCONS_00073426	protein_coding	known	LOC100254110	equal
TCONS_00073434	protein_coding	known	LOC100245511	equal
TCONS_00073433	protein_coding	known	LOC100245511	equal
TCONS_00076757	protein_coding	known	LOC100245511	equal
TCONS_00073437	protein_coding	known	LOC100260881	equal
TCONS_00073440	protein_coding	known	LOC100266088	equal
TCONS_00073439	protein_coding	known	LOC100266088	equal
TCONS_00073438	protein_coding	known	LOC100266088	equal
TCONS_00073443	protein_coding	known	LOC100264294	equal
TCONS_00073450	protein_coding	known	LOC100252267	equal
TCONS_00073451	protein_coding	known	LOC100257400	equal
TCONS_00073457	protein_coding	known	LOC100262522	equal
TCONS_00073458	protein_coding	known	LOC100252295	equal
TCONS_00073460	protein_coding	known	LOC100257429	equal
TCONS_00073477	protein_coding	known	LOC100249867	equal
TCONS_00073489	protein_coding	known	LOC100260198	equal
TCONS_00073488	protein_coding	known	LOC100260198	equal
TCONS_00073486	protein_coding	known	LOC100265407	equal
TCONS_00073487	protein_coding	known	LOC100261981	equal
TCONS_00073491	protein_coding	known	LOC100256888	equal
TCONS_00073493	protein_coding	known	LOC100251732	equal
TCONS_00073496	protein_coding	known	LOC100263756	equal
TCONS_00073495	protein_coding	known	LOC100263756	equal
TCONS_00073499	protein_coding	known	LOC100261881	equal
TCONS_00073500	protein_coding	known	LOC100260193	equal
TCONS_00073501	protein_coding	known	GRIP31	equal
TCONS_00073502	protein_coding	known	LOC100241395	equal
TCONS_00073504	protein_coding	known	LOC100251665	equal
TCONS_00073507	protein_coding	known	LOC100263657	equal
TCONS_00073506	protein_coding	known	LOC100263657	equal
TCONS_00073508	protein_coding	known	LOC100258507	equal
TCONS_00073510	protein_coding	known	LOC100253369	equal
TCONS_00073514	protein_coding	known	LOC100233045	equal
TCONS_00073515	protein_coding	known	LOC100260211	equal
TCONS_00073516	protein_coding	known	LOC100267049	equal
TCONS_00073517	protein_coding	known	LOC100249972	equal
TCONS_00073524	protein_coding	known	LOC100261952	equal
TCONS_00073531	protein_coding	known	LOC100244725	equal
TCONS_00073532	protein_coding	known	LOC100256881	equal
TCONS_00073540	protein_coding	known	LOC100263749	equal
TCONS_00073542	protein_coding	known	LOC100249947	equal
TCONS_00079039	protein_coding	known	LOC100260125	equal
TCONS_00073543	protein_coding	known	LOC100260125	equal
TCONS_00073545	protein_coding	known	LOC100260125	equal
TCONS_00073560	protein_coding	known	LOC100261876	equal
TCONS_00076792	protein_coding	known	LOC100258570	equal
TCONS_00073567	protein_coding	known	ACO2	equal
TCONS_00073568	protein_coding	known	LOC100243183	equal
TCONS_00073569	protein_coding	known	LOC100246519	equal
TCONS_00073572	protein_coding	known	LOC100241392	equal
TCONS_00073578	protein_coding	known	LOC100253366	equal
TCONS_00073583	protein_coding	known	LOC100243120	equal
TCONS_00073585	protein_coding	known	LOC100255117	equal
TCONS_00073586	protein_coding	known	LOC100248207	equal
TCONS_00073590	protein_coding	known	LOC100261969	equal
TCONS_00073600	protein_coding	known	LOC100258592	equal
TCONS_00073601	protein_coding	known	LOC100241457	equal
TCONS_00073602	protein_coding	known	LOC104880878	equal
TCONS_00073603	protein_coding	known	LOC100248306	equal
TCONS_00073607	protein_coding	known	LOC100253450	equal
TCONS_00073612	protein_coding	known	LOC100243027	equal
TCONS_00073617	protein_coding	known	LOC104880882	equal
TCONS_00073621	protein_coding	known	LOC100261870	equal
TCONS_00075305	protein_coding	known	LOC100256776	equal
TCONS_00076097	protein_coding	known	LOC100246512	equal
TCONS_00073633	protein_coding	known	LOC100255191	equal
TCONS_00073634	protein_coding	known	LOC100250030	equal
TCONS_00073636	protein_coding	known	LOC100244716	equal
TCONS_00073637	protein_coding	known	LOC100258497	equal
TCONS_00073638	protein_coding	known	LOC100253364	equal
TCONS_00073642	protein_coding	known	LOC100263618	equal
TCONS_00073643	protein_coding	known	LOC100255112	equal
TCONS_00073648	protein_coding	known	LOC100244801	equal
TCONS_00073656	protein_coding	known	LOC100258551	equal
TCONS_00073660	protein_coding	known	LOC100253446	equal
TCONS_00073661	protein_coding	known	LOC100248328	equal
TCONS_00073669	protein_coding	known	LOC100252747	equal
TCONS_00073671	protein_coding	known	LOC100257895	equal
TCONS_00073678	protein_coding	known	LOC100256300	equal
TCONS_00073679	protein_coding	known	LOC100261396	equal
TCONS_00073690	protein_coding	known	LOC100249426	equal
TCONS_00073692	protein_coding	known	LOC100245053	equal
TCONS_00073696	protein_coding	known	LOC100257088	equal
TCONS_00073699	protein_coding	known	LOC100246825	equal
TCONS_00076120	protein_coding	known	LOC100246825	equal
TCONS_00073701	protein_coding	known	LOC100254527	equal
TCONS_00073700	protein_coding	known	LOC100254527	equal
TCONS_00073703	protein_coding	known	LOC100254527	equal
TCONS_00073702	protein_coding	known	LOC100254527	equal
TCONS_00076844	protein_coding	known	LOC100264828	equal
TCONS_00078533	protein_coding	known	LOC100257932	equal
TCONS_00078537	protein_coding	known	LOC100256196	equal
TCONS_00078538	protein_coding	known	LOC100266494	equal
TCONS_00073713	protein_coding	known	LOC100244149	equal
TCONS_00073715	protein_coding	known	LOC100853006	equal
TCONS_00073722	protein_coding	known	LOC100249395	equal
TCONS_00073723	protein_coding	known	LOC100852993	equal
TCONS_00073725	protein_coding	known	LOC100256306	equal
TCONS_00073730	protein_coding	known	LOC100244267	equal
TCONS_00073731	protein_coding	known	LOC100249432	equal
TCONS_00073737	protein_coding	known	LOC100254533	equal
TCONS_00073742	protein_coding	known	LOC100258010	equal
TCONS_00077978	protein_coding	known	LOC100258010	equal
TCONS_00073744	protein_coding	known	LOC100259651	equal
TCONS_00073748	protein_coding	known	LOC104880924	equal
TCONS_00073760	protein_coding	known	LOC100854467	equal
TCONS_00073762	protein_coding	known	LOC100854493	equal
TCONS_00073764	protein_coding	known	LOC100264834	equal
TCONS_00073769	protein_coding	known	LOC100242544	equal
TCONS_00073784	protein_coding	known	LOC100240809	equal
TCONS_00073783	protein_coding	known	LOC100240809	equal
TCONS_00075375	protein_coding	known	LOC100245992	equal
TCONS_00075374	protein_coding	known	LOC100245992	equal
TCONS_00073792	protein_coding	known	LOC100261296	equal
TCONS_00076160	protein_coding	known	LOC100266500	equal
TCONS_00073795	protein_coding	known	LOC100249313	equal
TCONS_00073799	protein_coding	known	LOC100264952	equal
TCONS_00073804	protein_coding	known	LOC100252770	equal
TCONS_00073805	protein_coding	known	LOC100263184	equal
TCONS_00073806	protein_coding	known	LOC100240927	equal
TCONS_00073807	protein_coding	known	LOC100249524	equal
TCONS_00073809	protein_coding	known	LOC100247779	equal
TCONS_00073814	protein_coding	known	LOC100248255	equal
TCONS_00073817	protein_coding	known	LOC100244934	equal
TCONS_00073824	protein_coding	known	LOC100262089	equal
TCONS_00073848	protein_coding	known	LOC100241871	equal
TCONS_00073850	protein_coding	known	LOC100245237	equal
TCONS_00073854	protein_coding	known	LOC100267543	equal
TCONS_00073855	protein_coding	known	LOC100262380	equal
TCONS_00073856	protein_coding	known	LOC100257267	equal
TCONS_00073862	protein_coding	known	LOC100264044	equal
TCONS_00073863	protein_coding	known	LOC100253726	equal
TCONS_00073871	protein_coding	known	LOC100253720	equal
TCONS_00073874	protein_coding	known	LOC100248753	equal
TCONS_00073873	protein_coding	known	LOC100248753	equal
TCONS_00073872	protein_coding	known	LOC100248753	equal
TCONS_00073878	protein_coding	known	LOC100245120	equal
TCONS_00073877	protein_coding	known	LOC100245120	equal
TCONS_00073879	protein_coding	known	LOC100243595	equal
TCONS_00073890	protein_coding	known	LOC100264168	equal
TCONS_00073893	protein_coding	known	LOC100262272	equal
TCONS_00073895	protein_coding	known	LOC100247017	equal
TCONS_00073910	protein_coding	known	LOC100241228	equal
TCONS_00073909	protein_coding	known	LOC100241228	equal
TCONS_00073936	protein_coding	known	LOC100266910	equal
TCONS_00073940	protein_coding	known	LOC100244591	equal
TCONS_00073945	protein_coding	known	LOC100256690	equal
TCONS_00073946	protein_coding	known	LOC100242881	equal
TCONS_00073950	protein_coding	known	LOC100248011	equal
TCONS_00073958	protein_coding	known	LOC100241137	equal
TCONS_00073974	protein_coding	known	LOC100242951	equal
TCONS_00073999	protein_coding	known	LOC100267001	equal
TCONS_00074008	protein_coding	known	LOC100244682	equal
TCONS_00074011	protein_coding	known	LOC100242971	equal
TCONS_00074022	protein_coding	known	LOC100258355	equal
TCONS_00074024	protein_coding	known	LOC100263404	equal
TCONS_00074032	protein_coding	known	LOC100256709	equal
TCONS_00074033	protein_coding	known	LOC100261806	equal
TCONS_00074049	protein_coding	known	LOC100261717	equal
TCONS_00074051	protein_coding	known	LOC100253141	equal
TCONS_00074054	protein_coding	known	LOC100246349	equal
TCONS_00074059	protein_coding	known	LOC100259302	equal
TCONS_00074081	protein_coding	known	LOC100257570	equal
TCONS_00074080	protein_coding	known	LOC100257570	equal
TCONS_00074086	protein_coding	known	LOC100243917	equal
TCONS_00074087	protein_coding	known	LOC100853267	equal
TCONS_00074088	protein_coding	known	LOC100256118	equal
TCONS_00074090	protein_coding	known	LOC100247318	equal
TCONS_00074092	protein_coding	known	LOC100252435	equal
TCONS_00074094	protein_coding	known	LOC100257857	equal
TCONS_00074097	protein_coding	known	LOC100266411	equal
TCONS_00075520	protein_coding	known	LOC100254331	equal
TCONS_00074099	protein_coding	known	LOC100254331	equal
TCONS_00074100	protein_coding	known	LOC100267716	equal
TCONS_00074104	protein_coding	known	LOC104881045	equal
TCONS_00074107	protein_coding	known	LOC100247182	equal
TCONS_00074108	protein_coding	known	LOC100259150	equal
TCONS_00074109	protein_coding	known	LOC100248927	equal
TCONS_00074110	protein_coding	known	LOC100243774	equal
TCONS_00074111	protein_coding	known	LOC100266092	equal
TCONS_00074112	protein_coding	known	LOC100248921	equal
TCONS_00074122	protein_coding	known	LOC104881039	equal
TCONS_00074123	protein_coding	known	LOC100250520	equal
TCONS_00076307	protein_coding	known	LOC100245392	equal
TCONS_00074126	protein_coding	known	LOC100245392	equal
TCONS_00074144	protein_coding	known	LOC100250636	equal
TCONS_00074152	protein_coding	known	LOC100255686	equal
TCONS_00074165	protein_coding	known	LOC100262667	equal
TCONS_00074167	protein_coding	known	LOC100243755	equal
TCONS_00074168	protein_coding	known	LOC100855405	equal
TCONS_00074170	protein_coding	known	LOC100267802	equal
TCONS_00074175	protein_coding	known	LOC100233113	equal
TCONS_00074179	protein_coding	known	LOC100247263	equal
TCONS_00074178	protein_coding	known	LOC100247263	equal
TCONS_00074183	protein_coding	known	LOC100259239	equal
TCONS_00074191	protein_coding	known	LOC100265982	equal
TCONS_00074195	protein_coding	known	LOC100263818	equal
TCONS_00074199	protein_coding	known	LOC109123547	equal
TCONS_00075562	protein_coding	known	LOC100233057	equal
TCONS_00074201	protein_coding	known	LOC100245436	equal
TCONS_00074202	protein_coding	known	LOC100242015	equal
TCONS_00074208	protein_coding	known	LOC100242074	equal
TCONS_00074214	protein_coding	known	MADS1	equal
TCONS_00074213	protein_coding	known	MADS1	equal
TCONS_00074217	protein_coding	known	LOC100255858	equal
TCONS_00074223	protein_coding	known	LOC100854936	equal
TCONS_00074224	protein_coding	known	LOC100260862	equal
TCONS_00074230	protein_coding	known	LOC100259074	equal
TCONS_00079239	protein_coding	known	LOC100259074	equal
TCONS_00079750	protein_coding	known	LOC104880857	equal
TCONS_00074236	protein_coding	known	LOC100262530	equal
TCONS_00074238	protein_coding	known	LOC100259080	equal
TCONS_00076358	protein_coding	known	LOC100245557	equal
TCONS_00074252	protein_coding	known	LOC100245375	equal
TCONS_00074253	protein_coding	known	LOC100250504	equal
TCONS_00074256	protein_coding	known	LOC100255682	equal
